OF2,OF3,OF4,OF5,OF6,OF7,OF8,OF9,OF10,OF11,OF13,OF14,OF15,OF16,OF17,OF18,OF19,OF20,OF21,OF22,OF23,OF24,OF25,OF26,OF27,OF28,OF30,OF31,OF33,OF34,OF37,OF38,F1,F2,F3_a,F3_b,F3_c,F3_d,F3_e,F3_f,F3_g,F4,F5,F6,F7,F8,F9,F10,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F62,F63,F64,F65,F66b,F67,F68,S1,S2,S4,S5,WS,WS_Benefit,SFST,SFST_Benefit,SR,SR_Benefit,PR,PR_Benefit,NR,NR_Benefit
2,5,7,1,0,0,5,1,2,1,4,3,5,5,4,0.54,0.0,4,4,3,1,2,1,4,1887,0,0,0,0.0,0.0,0.0,4,3,0,5,2,1,1,1,1,0,2,42,4,1,0,0,0,1,1,1,3,2,4,2,1,2,3,4,2,3,5,2,2,1,4,0,0,0,0,0,0,0,0,0,1,2,2,4,0.0,3,3,1,5,0,0,5,1,4,1,1,5,1,1,0.0,0,6.67,186.0,0.0,0.0,0.0,0.0,0.0,0.0,5.475,2.6,4.219,1.695,4.763,3.949,5.422,6.078,5.708,6.667
2,5,7,1,3,0,4,1,2,4,7,6,6,4,0,0.16,0.0,4,4,1,1,2,3,3,1632,2,0,0,0.0,0.0,0.0,2,3,0,1,1,0,5,0,1,2,1,72,3,2,3,1,2,1,5,2,1,2,2,3,1,3,3,4,2,2,2,2,3,3,1,0,0,0,0,0,0,0,0,0,1,1,2,4,0.0,1,2,2,5,0,0,4,1,4,2,2,6,1,7,0.0,2,6.42,105.0,0.0,0.0,0.0,0.0,0.0,0.0,2.703,1.65,7.398,4.409,4.157,4.448,4.962,7.506,5.698,6.667
2,5,7,1,3,0,4,1,1,2,6,6,6,5,4,0.41,0.0,4,4,1,2,2,3,4,1348,1,0,0,0.0,0.0,0.0,4,3,4,0,0,0,4,0,2,2,1,64,4,2,4,1,2,1,2,2,1,1,2,1,1,1,4,3,2,1,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,1,2,4,0.0,2,2,1,4,1,3,5,1,4,2,2,2,1,7,0.0,0,7.89,194.0,0.0,0.0,0.0,0.0,0.0,0.0,2.737,5.32,6.759,4.103,4.528,4.794,4.833,7.981,5.366,10.0
2,5,7,1,3,0,5,5,3,3,7,5,6,5,4,0.55,0.0,4,4,1,1,3,3,3,1407,0,0,0,0.0,0.0,0.0,2,4,3,1,0,1,1,1,2,4,2,232,4,4,2,1,1,1,2,2,2,2,3,1,2,2,4,4,3,1,2,2,2,2,4,0,0,0,0,0,0,0,0,0,1,2,1,3,0.0,1,3,1,5,0,0,5,1,4,1,1,6,1,7,0.0,1,6.35,63.0,1.0,0.0,0.0,0.0,0.0,0.0,5.176,1.375,3.177,1.363,4.441,4.024,4.894,6.208,6.532,5.0
2,5,5,6,3,2,4,1,1,1,2,5,1,2,2,0.025,0.0,4,4,3,2,3,2,1,2017,2,1,0,0.0,0.0,0.0,4,3,0,5,0,2,0,0,1,0,2,232,3,1,0,0,0,1,1,4,3,2,1,1,1,3,4,1,2,5,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,4,0.0,3,3,2,5,0,0,5,1,4,1,1,6,1,7,0.0,1,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,1.407,2.562,6.556,5.492,2.778,0.861,5.434,1.507,3.806,10.0
2,5,7,1,3,0,5,2,2,4,4,4,3,5,4,0.2,0.0,4,4,2,1,3,1,3,1971,2,0,0,0.0,0.0,0.0,3,2,3,0,0,0,1,0,2,0,1,0,4,4,3,2,1,1,1,3,1,1,1,1,1,2,3,2,1,4,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0.0,3,3,1,5,0,0,5,1,4,3,1,6,1,7,0.0,0,0.0,0.0,0.0,1.0,0.333333333,0.0,0.0,0.0,2.191,0.5,6.148,5.193,3.583,0.698,5.729,1.222,4.589,6.667
2,4,5,2,2,2,3,2,2,2,4,6,2,1,4,0.005,1.0,4,4,2,2,3,3,6,2039,0,0,0,0.0,0.0,0.0,4,1,0,1,0,2,0,2,3,2,3,224,2,3,1,1,1,1,1,5,1,1,1,1,1,3,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.0,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.056,1.887,0.0,0.0,6.944,10.0,10.0,10.0,10.0,10.0
2,5,7,1,0,0,5,5,3,3,5,6,6,5,4,0.75,0.0,4,4,2,1,3,1,4,1363,0,0,0,0.0,0.0,0.0,2,3,0,5,0,5,0,1,1,1,3,168,3,1,0,0,0,1,1,4,1,2,1,2,1,2,4,2,1,5,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,5,0,0,1.0,3,3,1,5,0,0,5,1,4,1,1,1,1,7,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.045,1.875,0.0,0.0,10.0,0.437,10.0,0.764,10.0,1.667
2,6,7,2,3,1,4,1,3,5,5,5,6,1,3,0.28,0.0,4,4,3,1,3,3,6,1824,2,0,0,0.0,0.0,0.0,2,1,0,1,0,3,0,0,4,2,2,224,1,2,1,1,1,1,1,5,1,1,1,1,1,3,3,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,3,3,1,5,0,0,5,6,4,1,3,6,1,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.611,1.95,0.729,0.0,8.056,0.502,10.0,0.878,10.0,2.143
2,5,7,4,2,1,3,4,3,5,6,3,5,2,2,0.006,0.0,4,4,1,1,3,0,6,2146,2,0,0,0.0,0.0,0.0,4,1,0,0,0,0,0,1,5,2,1,192,4,4,4,1,1,1,1,5,1,1,1,1,1,3,3,1,2,5,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,5,0,0,1.0,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.312,0.64,0.0,0.0,10.0,0.95,10.0,1.662,10.0,2.5
2,5,5,1,3,0,4,5,3,1,5,5,6,1,4,0.49,0.0,4,4,2,1,3,2,4,1421,0,0,0,1.0,0.0,0.0,1,1,3,2,0,2,0,3,3,2,2,160,1,2,1,1,1,1,1,5,1,1,1,1,1,1,3,2,1,5,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,1,3,5,1.0,3,3,1,4,2,2,5,1,4,1,1,6,1,7,0.0,1,4.5,55.0,0.0,0.0,0.0,0.0,0.0,0.0,2.389,1.98,5.667,3.591,2.495,0.664,5.207,1.257,2.942,2.778
2,5,7,1,0,0,5,5,3,2,3,5,6,4,4,0.75,0.0,4,4,2,1,3,3,4,1337,0,0,0,0.0,0.0,0.0,2,3,0,1,0,1,5,1,1,1,1,72,4,1,0,0,0,1,5,2,3,2,3,2,1,2,4,3,1,4,1,2,1,1,5,0,0,0,0,0,0,0,0,0,0,3,2,5,1.0,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0.0,1,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,5.698,1.875,2.782,0.672,4.485,0.437,5.415,0.764,5.35,2.857
3,5,7,1,3,0,5,5,3,5,3,6,5,5,4,0.82,0.0,4,4,3,1,3,3,4,1408,2,0,0,0.0,0.0,0.0,2,2,3,1,0,1,0,2,2,3,3,192,4,3,2,1,1,1,1,5,1,1,1,1,1,1,3,2,1,5,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,3,3,1,5,0,0,5,1,4,1,1,3,1,4,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.184,2.05,0.694,0.0,10.0,0.244,10.0,0.428,10.0,0.833
3,5,7,1,3,0,4,5,3,2,4,5,6,5,4,0.23,0.0,4,4,2,1,3,1,4,1624,0,0,0,0.0,0.0,0.0,2,2,4,2,1,0,1,0,3,4,1,72,3,1,0,0,0,1,2,3,3,2,2,2,1,3,4,3,3,2,5,2,2,2,5,0,0,0,0,0,0,0,0,0,0,4,2,3,1.0,2,3,1,4,1,2,5,2,4,3,2,3,1,7,0.0,0,5.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.844,2.46,0.719,0.0,10.0,0.772,10.0,1.575,10.0,3.095
3,4,6,4,3,0,4,1,2,3,6,6,2,5,4,0.16,0.0,4,4,3,1,3,3,4,2075,0,0,0,1.0,0.0,0.0,1,2,3,1,0,3,0,3,2,2,2,160,1,2,3,1,2,1,2,4,3,1,1,1,1,2,3,2,1,5,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,3,2,1,5,0,0,4,1,4,1,1,0,1,7,1.0,0,7.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.906,0.4,0.854,0.0,10.0,0.559,10.0,1.533,10.0,6.667
3,5,6,2,3,0,3,4,3,5,4,3,6,4,4,0.47,0.0,4,4,3,1,3,3,4,1692,0,0,0,0.0,0.0,0.0,4,1,3,1,0,1,0,2,1,4,2,128,1,3,3,1,1,1,2,5,3,2,1,1,1,1,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,3,3,1,5,0,0,5,1,4,2,1,6,1,7,0.0,0,4.65,52.0,0.0,0.0,0.0,0.0,0.0,0.0,7.361,1.175,0.667,0.0,7.222,0.411,10.0,0.719,10.0,1.448
3,4,1,4,3,2,5,1,2,4,4,6,1,2,2,0.001,0.0,4,4,2,2,2,2,6,1945,2,0,0,0.0,0.0,0.0,4,3,0,0,0,0,5,0,2,1,3,80,3,2,3,2,2,1,5,4,1,0,4,1,1,3,3,2,4,3,5,1,1,1,4,1,1,0,0,0,0,0,0,1,0,1,2,4,0.0,3,3,1,3,2,2,5,1,4,1,1,6,1,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.568,4.002,5.865,6.639,4.147,1.388,7.012,2.499,5.379,6.667
3,4,5,4,0,0,5,1,1,4,4,4,1,5,4,0.08,0.0,4,4,1,1,3,2,4,2254,2,0,0,0.0,0.0,0.0,4,3,0,3,0,3,0,2,0,2,2,224,3,2,1,1,2,1,2,2,1,2,4,3,1,3,3,2,2,4,5,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,2,5,0.0,2,1,2,5,0,0,4,1,4,1,0,6,1,7,0.0,0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.8,0.2,4.833,6.621,2.348,0.914,6.565,2.433,4.783,10.0
3,4,6,2,0,0,3,4,3,1,5,3,3,5,2,0.01,0.0,4,2,2,1,2,1,4,2241,0,0,0,0.0,0.0,0.0,2,3,0,0,0,0,2,0,4,3,2,64,1,2,2,2,1,2,2,1,1,1,2,1,1,1,2,1,2,5,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,3,2,3,1,4,4,1,4,3,0,6,1,7,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.348,3.52,4.713,5.04,3.296,5.0,5.44,5.0,4.231,10.0
3,5,7,1,0,0,5,1,2,5,3,3,4,5,4,0.37,0.0,4,4,2,1,3,2,4,1971,0,0,0,0.0,0.0,1.0,4,3,1,2,0,2,0,2,0,3,2,168,1,3,1,1,1,1,1,2,3,2,1,1,1,2,3,2,2,4,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,5,0,0,1.0,3,1,1,5,0,0,5,1,4,1,1,5,1,7,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.628,0.925,0.0,0.0,10.0,0.617,10.0,1.914,10.0,6.667
3,5,6,1,2,1,4,2,2,2,4,5,3,2,2,0.212,0.0,4,4,3,1,3,3,6,2039,2,0,0,0.0,0.0,0.0,4,2,1,1,0,3,0,2,4,1,3,224,1,1,0,0,0,1,1,5,1,1,1,1,1,3,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,3,3,2,5,0,0,5,1,4,1,1,6,1,7,0.0,1,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,7.111,1.155,0.729,0.0,7.222,0.534,10.0,0.934,10.0,6.667
3,5,6,2,0,0,5,5,3,4,6,4,2,4,4,0.12,0.0,4,4,1,1,3,2,6,2092,0,1,0,0.0,0.0,0.0,2,1,3,0,0,2,0,2,3,2,2,128,3,1,0,0,0,1,2,3,1,1,1,1,1,1,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,3,1,1,4,2,2,5,1,4,1,1,6,1,7,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.583,1.24,0.486,0.0,5.556,0.957,10.0,2.474,10.0,3.333
3,5,7,4,2,1,4,4,3,4,4,5,5,2,2,0.28,0.0,4,4,2,1,2,3,4,1974,1,0,0,0.0,0.0,0.0,1,3,0,3,0,0,4,0,0,0,2,104,4,1,0,0,0,1,3,2,2,2,4,1,1,3,4,3,3,4,4,3,2,2,1,0,0,0,0,0,0,0,0,0,1,1,2,4,0.0,2,3,2,5,0,0,3,6,4,1,0,6,1,7,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.054,2.575,5.556,4.129,4.491,4.232,4.492,6.572,4.816,5.417
3,4,5,7,0,3,2,1,3,5,6,6,6,5,1,0.67,0.0,4,4,3,1,2,3,2,1706,2,0,0,0.0,0.0,0.0,4,3,4,0,1,0,3,0,2,3,1,64,1,3,3,3,2,1,1,1,1,1,1,1,1,1,2,5,2,1,5,2,2,1,5,0,0,0,0,0,0,0,0,0,1,2,1,3,1.0,3,3,1,3,2,2,5,1,4,1,1,5,1,7,0.0,0,7.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.629,10.0,2.5,2.201,5.441,4.096,4.645,6.426,6.183,5.139
3,5,6,4,2,1,4,4,3,4,7,5,5,2,4,0.156,0.0,4,4,2,1,3,2,2,1947,2,0,0,0.0,0.0,0.0,2,3,3,5,0,2,0,0,0,0,1,232,4,1,0,0,0,1,1,4,2,2,2,1,1,3,4,2,2,5,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,3,3,2,5,0,0,5,6,4,1,1,6,1,1,0.0,0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,5.816,0.39,0.733,0.0,10.0,0.719,10.0,1.259,10.0,1.667
3,5,7,1,0,0,5,5,3,4,1,6,6,3,4,0.45,0.0,4,4,2,1,3,2,4,1428,0,0,0,0.0,0.0,0.0,2,3,0,4,0,2,3,1,1,0,1,232,3,1,0,0,0,1,3,3,2,2,2,2,1,3,4,4,2,2,5,2,2,2,2,0,0,0,0,0,0,0,0,0,1,2,1,5,0.0,1,3,2,5,0,0,5,1,4,1,0,6,1,7,0.0,1,6.57,50.0,1.0,0.0,0.0,0.0,0.0,0.0,5.282,1.125,3.993,2.062,4.542,3.913,5.352,6.014,5.764,4.167
3,5,6,2,2,1,4,3,2,5,6,6,6,2,2,0.17204,0.0,4,4,2,2,3,2,6,1801,0,0,0,0.0,0.0,0.0,2,2,0,2,0,2,0,1,3,2,2,224,4,2,4,1,1,1,1,5,1,1,1,1,1,3,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.0,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0.0,1,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,8.056,2.93,0.0,0.0,6.944,0.95,10.0,1.662,10.0,6.667
3,5,7,4,2,1,4,2,3,5,5,5,5,2,4,0.44,0.0,4,4,1,2,3,3,6,1943,0,0,0,0.0,0.0,0.0,2,2,0,0,0,2,0,1,4,3,2,192,4,3,2,1,1,1,1,5,1,1,1,1,1,3,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,3,3,2,4,2,2,5,6,4,2,1,6,1,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.38,0.694,0.0,4.167,1.032,10.0,1.888,10.0,3.333
3,4,6,4,3,2,3,3,2,4,6,4,3,5,4,0.412,0.0,4,4,1,3,2,1,4,2062,0,0,0,0.0,0.0,0.0,4,3,0,0,0,0,5,0,0,3,0,64,3,4,1,2,1,1,5,1,1,0,4,2,3,3,2,3,3,4,4,2,3,2,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0.0,1,3,2,4,1,4,2,6,4,3,0,6,1,7,0.0,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.522,5.824,6.102,4.392,3.907,1.807,5.877,3.099,5.429,6.667
3,4,7,2,3,1,4,1,3,4,1,4,4,5,1,0.279,0.0,4,4,1,2,2,2,4,1947,2,0,0,0.0,0.0,0.0,4,3,0,0,2,0,5,0,0,0,0,80,3,1,0,0,0,1,5,1,1,2,4,2,1,3,2,3,3,3,5,3,2,2,1,0,0,0,0,0,0,0,0,0,1,1,1,5,0.0,3,3,2,4,2,3,3,6,4,1,0,6,1,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.852,10.0,4.296,6.363,4.306,4.849,4.606,7.598,5.807,6.825
3,4,0,7,2,3,4,4,3,5,4,6,4,1,4,0.25,0.0,4,4,2,1,3,3,6,2038,2,0,0,0.0,0.0,0.0,3,3,0,0,0,0,1,0,5,2,1,64,3,2,1,1,1,1,5,4,1,1,1,1,1,2,2,2,1,5,5,1,1,1,5,1,1,0,0,0,0,0,0,0,0,3,2,2,0.0,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0.0,1,5.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.816,0.625,2.833,2.12,4.709,0.675,6.699,1.181,4.716,2.698
3,4,7,2,3,1,5,4,3,5,4,3,3,5,2,0.6162,0.0,4,4,2,2,3,3,6,2029,2,0,0,0.0,0.0,0.0,4,1,0,1,0,3,1,1,3,2,2,224,1,2,3,1,1,1,1,5,1,1,1,1,1,3,3,1,2,4,5,1,1,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1.0,3,3,2,5,0,0,4,1,4,1,1,6,1,7,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.333333333,0.0,5.139,4.04,0.0,0.0,10.0,0.897,10.0,1.292,10.0,2.143
3,6,7,1,0,0,4,2,1,5,4,4,2,3,4,0.15,0.0,4,4,3,1,3,3,4,2241,0,0,0,0.0,0.0,0.0,4,1,3,2,0,2,1,2,4,1,3,160,1,1,0,0,0,1,1,5,1,1,1,1,1,1,4,2,2,5,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,5,0,0,1.0,3,3,1,4,2,1,5,1,4,1,1,4,1,7,0.0,0,3.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.184,1.3,0.0,0.0,10.0,0.597,10.0,1.024,10.0,10.0
3,5,7,1,0,0,4,1,3,6,5,6,3,4,4,0.12,0.0,4,4,2,1,3,3,4,2341,2,0,0,1.0,0.0,0.0,3,3,0,0,3,0,3,0,3,0,2,80,4,1,0,0,0,1,3,4,3,2,1,1,1,2,5,4,1,2,5,2,1,2,5,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,3,3,1,5,0,0,5,1,4,1,0,6,1,7,0.0,0,5.13,85.0,0.0,0.0,0.0,0.0,0.0,0.0,7.271,0.3,0.646,0.0,10.0,0.737,10.0,1.289,10.0,2.5
3,5,7,1,0,0,4,1,3,6,5,6,3,5,4,0.18,0.0,4,4,0,1,3,3,4,2341,0,0,0,1.0,0.0,0.0,0,3,0,4,2,1,1,1,2,0,3,232,4,1,0,0,0,1,2,4,1,2,1,1,1,2,4,2,2,4,5,2,2,2,5,0,0,0,0,0,0,0,0,0,0,5,0,0,1.0,3,3,1,5,0,0,5,1,4,2,1,5,1,7,0.0,0,4.01,88.0,0.0,0.0,0.0,0.0,0.0,0.0,6.174,0.45,0.0,0.0,10.0,0.39,10.0,0.683,10.0,2.083
3,4,6,4,0,0,4,1,2,3,6,6,2,5,4,0.16,0.0,4,4,3,1,3,3,4,2075,0,0,0,1.0,0.0,0.0,4,3,2,5,0,2,0,0,0,0,1,168,4,1,0,0,0,1,1,2,3,2,4,1,1,2,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,3,3,1,4,2,2,4,1,4,1,3,4,1,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.194,1.32,0.625,0.0,7.407,0.662,10.0,1.255,10.0,6.667
4,5,7,1,3,0,5,5,3,5,3,6,6,3,4,0.51,0.0,4,4,3,1,3,3,4,1698,0,0,0,0.0,0.0,0.0,2,2,3,1,0,2,2,2,3,3,3,224,1,3,2,1,1,1,2,5,2,2,1,1,1,3,3,2,1,4,4,2,2,2,5,0,0,0,0,0,0,0,0,0,0,2,2,4,0.0,3,3,1,5,0,0,5,1,4,1,0,6,1,7,0.0,1,3.9,90.0,0.0,0.0,0.0,0.0,0.0,0.0,4.775,1.275,3.727,0.999,4.194,0.392,5.796,0.686,4.888,0.893
4,5,7,1,3,0,4,5,3,5,3,6,5,3,4,0.53,1.0,4,4,3,1,3,3,5,1677,2,0,0,0.0,0.0,0.0,2,1,3,1,0,1,1,3,3,2,3,160,3,2,2,1,1,1,1,5,1,1,1,1,1,1,3,2,2,4,3,1,1,1,5,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,3,3,1,5,0,0,5,1,4,1,1,6,1,7,0.0,1,3.89,55.0,0.0,0.0,0.0,0.0,0.0,0.0,6.236,1.325,0.711,0.0,10.0,10.0,10.0,10.0,10.0,10.0
4,5,7,1,3,0,5,5,3,4,3,6,6,3,4,0.81,0.0,4,4,3,1,3,3,4,1464,0,0,0,0.0,0.0,0.0,2,1,3,1,0,1,0,2,3,2,3,192,4,2,1,1,1,1,1,5,1,1,1,1,1,1,3,2,1,5,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,3,0,1,5,0,0,5,1,4,1,1,6,1,7,0.0,1,4.04,48.0,0.0,0.0,0.0,0.0,0.0,0.0,5.767,2.025,0.556,0.0,10.0,0.249,10.0,0.436,10.0,0.833
4,5,7,4,3,0,4,1,1,4,4,6,6,4,4,0.01,0.0,4,4,1,1,3,3,4,1516,2,0,0,0.0,0.0,0.0,4,3,4,0,0,0,4,0,2,2,1,64,4,2,3,2,2,1,2,1,1,1,2,1,2,2,3,4,2,1,3,4,2,3,3,0,0,0,0,0,0,0,0,0,1,1,2,5,0.0,1,3,1,4,2,3,5,1,4,1,2,6,1,7,0.0,2,6.97,183.0,0.0,1.0,0.0,0.0,0.0,0.0,4.138,1.02,6.343,4.856,5.13,4.544,4.748,7.076,5.531,10.0
4,5,6,4,3,0,4,2,2,4,3,4,3,5,4,0.19,0.0,4,4,2,1,3,2,3,2118,2,0,0,0.0,0.0,0.0,2,4,3,0,0,0,1,0,1,6,0,0,4,5,1,1,1,3,1,1,3,1,1,1,1,2,4,4,2,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1.0,1,3,1,5,0,0,1,1,4,3,1,6,1,7,0.0,2,0.0,0.0,1.0,0.0,0.333333333,0.0,0.0,0.0,2.858,0.475,6.148,5.841,4.028,0.703,4.438,1.231,5.763,6.667
4,5,7,1,3,0,5,4,2,4,3,3,3,2,1,0.27,0.0,4,4,3,1,2,2,4,2140,2,0,0,0.0,0.0,1.0,4,1,3,2,0,0,3,2,4,1,1,224,3,1,0,0,0,1,2,3,1,2,1,1,1,3,3,1,2,5,4,2,3,3,5,0,0,0,0,0,0,0,0,0,0,3,2,4,0.0,1,3,1,4,2,2,5,1,4,1,2,6,1,7,0.0,2,0.0,0.0,0.0,1.0,0.333333333,0.0,0.0,0.0,4.65,10.0,3.125,2.816,4.217,0.825,7.559,1.533,4.905,6.667
4,5,4,4,0,0,4,4,3,5,6,5,2,4,4,0.12,0.0,4,4,2,1,3,3,6,2181,0,0,0,0.0,0.0,0.0,2,1,0,2,0,3,0,2,3,1,2,224,1,1,0,0,0,1,2,5,1,1,1,1,1,1,3,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.0,3,3,1,3,2,3,5,1,4,1,0,6,1,7,0.0,1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,6.806,1.24,0.0,0.0,6.667,1.131,10.0,1.938,10.0,4.028
4,5,4,1,3,1,4,4,3,4,3,5,6,4,2,0.603,0.0,4,4,2,1,3,2,6,2077,2,0,0,0.0,0.0,0.0,4,4,0,1,1,0,2,0,1,4,0,112,4,4,1,4,1,1,2,1,1,1,1,1,3,3,2,3,4,1,5,2,2,2,4,1,2,0,0,0,1,0,0,1,0,2,2,3,0.0,1,3,2,4,2,2,5,1,4,1,1,5,1,7,0.0,1,0.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,4.715,2.706,3.628,3.478,4.805,0.617,5.438,1.176,6.199,2.778
4,5,7,2,3,1,3,4,1,5,7,6,6,2,4,0.528,0.0,4,4,2,2,3,3,5,1835,0,0,0,0.0,0.0,0.0,4,2,3,3,0,3,0,0,2,2,2,224,1,2,1,2,1,1,2,4,2,2,3,1,2,3,3,3,3,4,4,3,2,2,4,0,0,0,0,0,0,0,0,0,1,1,1,4,0.0,1,3,2,5,0,0,4,6,4,1,0,6,1,7,0.0,2,0.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,3.379,3.195,5.972,2.197,4.511,4.114,5.999,6.366,4.977,10.0
4,5,5,7,0,0,2,4,3,5,5,2,5,5,1,0.17,0.0,4,4,3,1,3,2,4,1911,0,0,0,0.0,0.0,0.0,4,1,3,2,0,2,0,2,3,2,2,224,1,1,0,0,0,1,1,5,1,1,1,1,1,2,3,1,1,5,5,1,1,1,5,0,0,0,0,0,0,0,0,0,0,4,0,0,1.0,3,3,1,5,0,0,5,6,4,1,1,6,1,7,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.434,10.0,0.778,0.0,10.0,0.554,10.0,0.969,10.0,1.032
4,5,7,1,3,0,4,4,3,3,3,5,3,5,4,0.34,0.0,4,4,2,1,2,0,4,2011,0,0,0,0.0,0.0,0.0,4,4,0,0,0,0,0,0,0,6,0,0,4,5,2,1,1,1,1,1,2,2,4,2,3,1,5,3,3,2,1,2,2,1,5,0,0,0,0,0,0,0,0,0,0,2,1,2,1.0,3,3,1,5,0,0,1,5,4,1,1,6,1,7,0.0,0,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.209,2.1,1.285,1.659,4.356,0.87,4.038,1.522,5.479,2.917
4,5,7,1,3,0,4,5,3,4,3,3,6,3,4,0.5,0.0,4,4,2,1,3,3,4,1380,0,0,0,1.0,0.0,0.0,1,2,3,1,0,1,0,1,4,3,3,168,4,3,1,1,2,1,2,4,3,2,2,1,2,2,3,2,2,3,3,2,2,1,2,0,0,0,0,0,0,0,0,0,1,3,2,4,1.0,3,3,2,5,0,0,5,1,4,1,1,6,1,7,0.0,1,6.42,22.0,0.0,0.0,0.0,0.0,0.0,0.0,5.011,1.25,2.921,0.874,3.375,3.889,5.314,5.972,4.331,4.167
